RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
   86   96     1     0  con    0  1.0D+00  1.8D-05  9.236D-10  1.980D-05
   87   97     1     0  con    0  1.0D+00  3.9D-06  6.254D-10  1.980D-05
   88   99     1     0  con    1  3.5D-01  4.4D-06  1.078D-09  1.980D-05
   89  100     1     0  con    0  1.0D+00  2.4D-05  3.414D-10  1.980D-05
   90  101     1     0  con    0  1.0D+00  1.5D-05  1.310D-10  1.980D-05
   91  102     1     0  con    0  1.0D+00  3.3D-06  2.471D-11  1.980D-05

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            7     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     5.719D-04  3.016D-04
    1    2     1     0  ---    0  1.0D+00  7.3D-04  5.712D-04  3.011D-04
    2    3     1     0  con    0  1.0D+00  6.1D-01  1.531D-04  3.997D-05
    3    4     1     0  con    0  1.0D+00  2.4D-01  4.152D-05  1.085D-05
    4    5     1     0  con    0  1.0D+00  1.2D-01  1.217D-05  7.112D-06
    5    6     1     0  con    0  1.0D+00  3.8D-02  1.006D-05  6.651D-06
    6    7     1     0  con    0  1.0D+00  1.7D-01  1.204D-05  5.274D-06
    7    8     1     0  con    0  1.0D+00  1.0D-01  2.154D-06  4.844D-06
    8    9     1     0  con    0  1.0D+00  4.2D-02  2.124D-06  4.778D-06
    9   10     1     0  con    0  1.0D+00  4.3D-02  3.114D-06  4.724D-06
   10   11     1     0  con    0  1.0D+00  8.4D-02  4.085D-06  4.631D-06
   11   12     1     0  con    0  1.0D+00  1.1D-01  2.919D-06  4.508D-06
   12   13     1     0  con    0  1.0D+00  1.2D-01  1.126D-06  4.413D-06
   13   14     1     0  con    0  1.0D+00  5.3D-02  1.808D-06  4.388D-06
   14   15     1     0  con    0  1.0D+00  8.1D-02  1.061D-06  4.348D-06
   15   16     1     0  con    0  1.0D+00  2.0D-01  2.506D-06  4.278D-06
   16   17     1     0  con    0  1.0D+00  2.8D-01  2.965D-06  4.221D-06
   17   18     1     0  con    0  1.0D+00  1.6D-01  8.841D-07  4.165D-06
   18   19     1     0  con    0  1.0D+00  2.2D-01  7.399D-07  4.130D-06
   19   20     1     0  con    0  1.0D+00  1.3D-01  1.233D-06  4.099D-06
   20   22     1     0  con    1  4.3D-01  2.5D-01  2.408D-06  4.065D-06
   21   23     1     0  con    0  1.0D+00  2.1D-01  3.665D-06  4.002D-06
   22   24     1     0  con    0  1.0D+00  1.2D-01  2.418D-06  3.970D-06
   23   25     1     0  con    0  1.0D+00  1.4D-01  9.581D-07  3.945D-06
   24   26     1     0  con    0  1.0D+00  8.9D-02  9.855D-07  3.935D-06
   25   27     1     0  con    0  1.0D+00  2.5D-01  5.934D-07  3.915D-06
   26   28     1     0  con    0  1.0D+00  1.3D-01  4.714D-07  3.911D-06
   27   29     1     0  con    0  1.0D+00  3.8D-01  3.024D-06  3.909D-06
   28   30     1     0  con    0  1.0D+00  2.1D-01  1.751D-06  3.904D-06
   29   31     1     0  con    0  1.0D+00  5.7D-02  8.520D-07  3.902D-06
   30   32     1     0  con    0  1.0D+00  1.4D-01  1.519D-07  3.900D-06
   31   33     1     0  con    0  1.0D+00  2.4D-01  4.592D-07  3.899D-06
   32   34     1     0  con    0  1.0D+00  8.5D-02  2.972D-07  3.899D-06
   33   35     1     0  con    0  1.0D+00  1.5D-01  9.954D-08  3.898D-06
   34   36     1     0  con    0  1.0D+00  1.1D-01  7.451D-08  3.898D-06
   35   37     1     0  con    0  1.0D+00  1.0D-01  3.152D-08  3.898D-06
   36   38     1     0  con    0  1.0D+00  4.1D-02  1.113D-07  3.898D-06
   37   39     1     0  con    0  1.0D+00  1.1D-01  3.009D-08  3.898D-06
   38   40     1     0  con    0  1.0D+00  6.4D-02  1.212D-07  3.897D-06
   39   41     1     0  con    0  1.0D+00  1.2D-01  1.484D-07  3.897D-06
   40   43     1     0  con    1  9.9D-02  3.1D-02  4.904D-07  3.897D-06
   41   44     1     0  con    0  1.0D+00  8.1D-02  4.290D-07  3.896D-06
   42   46     1     0  con    1  2.4D-01  9.1D-02  6.871D-07  3.895D-06
   43   47     1     0  con    0  1.0D+00  2.3D-01  2.901D-07  3.894D-06
   44   48     1     0  con    0  1.0D+00  2.8D-01  9.814D-07  3.892D-06
   45   49     1     0  con    0  1.0D+00  4.9D-02  4.541D-07  3.890D-06
   46   50     1     0  con    0  1.0D+00  3.0D-01  3.975D-07  3.888D-06
   47   51     1     0  con    0  1.0D+00  4.1D-02  1.599D-07  3.888D-06
   48   52     1     0  con    0  1.0D+00  1.3D-02  2.936D-08  3.888D-06
   49   53     1     0  con    0  1.0D+00  7.1D-03  1.191D-08  3.888D-06
   50   54     1     0  con    0  1.0D+00  7.5D-04  7.397D-09  3.888D-06
   51   55     1     0  con    0  1.0D+00  5.8D-03  1.752D-08  3.888D-06
   52   56     1     0  con    0  1.0D+00  1.4D-02  1.007D-07  3.888D-06
   53   57     1     0  con    0  1.0D+00  5.7D-03  7.250D-08  3.888D-06
   54   58     1     0  con    0  1.0D+00  2.2D-02  7.757D-08  3.888D-06
   55   59     1     0  con    0  1.0D+00  2.4D-02  7.773D-08  3.888D-06
   56   60     1     0  con    0  1.0D+00  3.1D-02  8.685D-08  3.888D-06
   57   62     1     0  con    1  1.4D-01  1.4D-02  1.167D-07  3.888D-06
   58   63     1     0  con    0  1.0D+00  1.6D-02  1.053D-07  3.888D-06
   59   65     1     0  con    1  2.7D-02  1.2D-02  1.005D-07  3.888D-06
   60   66     1     0  con    0  1.0D+00  4.3D-02  7.348D-08  3.888D-06
   61   67     1     0  con    0  1.0D+00  1.2D-01  6.599D-08  3.887D-06
   62   69     1     0  con    1  2.6D-01  1.7D-01  2.270D-07  3.887D-06
   63   71     1     0  con    1  4.0D-01  1.4D-01  3.993D-07  3.887D-06
   64   73     1     0  con    1  4.3D-01  1.7D-01  6.523D-07  3.886D-06
   65   74     1     0  con    0  1.0D+00  2.8D-01  1.000D-06  3.885D-06
   66   76     1     0  con    1  5.2D-01  4.9D-02  7.422D-07  3.885D-06
   67   77     1     0  con    0  1.0D+00  1.8D-02  3.311D-07  3.884D-06
   68   78     1     0  con    0  1.0D+00  9.4D-02  3.042D-07  3.884D-06
   69   80     1     0  con    1  3.3D-01  1.8D-01  6.704D-07  3.883D-06
   70   81     1     0  con    0  1.0D+00  1.8D-01  8.905D-07  3.882D-06
   71   82     1     0  con    0  1.0D+00  6.8D-02  5.388D-07  3.882D-06
   72   84     1     0  con    1  4.3D-01  2.1D-01  7.692D-07  3.880D-06
   73   85     1     0  con    0  1.0D+00  1.9D-01  7.017D-07  3.879D-06
   74   86     1     0  con    0  1.0D+00  1.9D-02  3.071D-07  3.878D-06
   75   87     1     0  con    0  1.0D+00  1.8D-01  3.511D-07  3.877D-06
   76   88     1     0  con    0  1.0D+00  3.1D-02  5.527D-07  3.877D-06
   77   89     1     0  con    0  1.0D+00  8.2D-02  1.025D-06  3.875D-06
   78   90     1     0  con    0  1.0D+00  2.1D-01  1.175D-06  3.873D-06
   79   92     1     0  con    1  2.6D-01  5.3D-02  3.803D-07  3.872D-06
   80   93     1     0  con    0  1.0D+00  1.6D-01  7.916D-07  3.870D-06
   81   94     1     0  con    0  1.0D+00  9.2D-02  6.856D-07  3.870D-06
   82   95     1     0  con    0  1.0D+00  7.9D-02  9.452D-07  3.867D-06
   83   96     1     0  con    0  1.0D+00  5.0D-02  5.776D-07  3.867D-06
   84   98     1     0  con    1  2.0D-01  5.9D-02  1.070D-06  3.866D-06
   85  100     1     0  con    1  3.9D-01  8.0D-02  1.325D-06  3.865D-06
   86  101     1     0  con    0  1.0D+00  1.3D-01  5.530D-07  3.862D-06
   87  102     1     0  con    0  1.0D+00  1.2D-01  1.370D-06  3.859D-06
   88  103     1     0  con    0  1.0D+00  1.6D-01  1.759D-06  3.856D-06
   89  106     1     0  bnd    2  4.5D-02  7.6D-02  7.725D-07  3.853D-06
   90  109     1     0  bnd    2  4.3D-04  1.2D-03  8.607D-07  3.853D-06
   91  112     1     0  bnd    2  8.4D-02  1.5D-01  3.828D-07  3.850D-06
   92  114     1     0  con    1  3.6D-01  6.0D-02  1.226D-06  3.850D-06
   93  115     1     0  con    0  1.0D+00  3.9D-02  5.863D-07  3.848D-06
   94  116     1     0  con    0  1.0D+00  8.1D-02  9.740D-07  3.847D-06
   95  117     1     0  con    0  1.0D+00  2.1D-01  2.001D-06  3.842D-06
   96  118     1     0  con    0  1.0D+00  8.2D-02  1.229D-06  3.841D-06
   97  120     1     0  con    1  3.0D-01  1.4D-01  7.850D-07  3.839D-06
   98  122     1     0  con    1  1.6D-01  7.0D-02  2.063D-06  3.838D-06
   99  123     1     0  con    0  1.0D+00  6.2D-02  2.264D-06  3.837D-06
  100  124     1     0  con    0  1.0D+00  8.3D-02  2.054D-06  3.836D-06
  101  126     1     0  con    1  2.3D-01  8.8D-03  1.087D-06  3.836D-06
  102  127     1     0  con    0  1.0D+00  2.6D-02  8.203D-07  3.836D-06
  103  128     1     0  con    0  1.0D+00  2.0D-01  2.175D-06  3.834D-06
  104  129     1     0  con    0  1.0D+00  1.9D-02  2.628D-07  3.834D-06
  105  130     1     0  con    0  1.0D+00  8.1D-02  3.958D-07  3.833D-06
  106  131     1     0  con    0  1.0D+00  9.8D-02  1.034D-06  3.833D-06
  107  132     1     0  con    0  1.0D+00  2.9D-03  2.440D-07  3.833D-06
  108  133     1     0  con    0  1.0D+00  4.4D-02  2.499D-07  3.833D-06
  109  134     1     0  con    0  1.0D+00  9.4D-02  1.877D-07  3.833D-06
  110  136     1     0  con    1  4.2D-01  1.1D-01  4.157D-07  3.832D-06
  111  137     1     0  con    0  1.0D+00  2.0D-01  2.534D-06  3.832D-06
  112  138     1     0  con    0  1.0D+00  1.6D-01  2.928D-07  3.831D-06
  113  139     1     0  con    0  1.0D+00  1.3D-01  2.223D-06  3.829D-06
  114  141     1     0  con    1  3.1D-01  3.3D-02  5.553D-08  3.828D-06
  115  142     1     0  con    0  1.0D+00  1.2D-01  1.128D-06  3.828D-06
  116  143     1     0  con    0  1.0D+00  3.2D-02  8.966D-07  3.828D-06
  117  144     1     0  con    0  1.0D+00  7.0D-02  7.123D-07  3.827D-06
  118  146     1     0  con    1  5.1D-01  9.8D-02  1.499D-06  3.827D-06
  119  147     1     0  con    0  1.0D+00  9.0D-02  2.757D-07  3.827D-06
  120  148     1     0  con    0  1.0D+00  1.4D-01  9.900D-07  3.827D-06
  121  149     1     0  con    0  1.0D+00  2.3D-01  1.355D-06  3.826D-06
  122  150     1     0  con    0  1.0D+00  2.9D-02  3.915D-07  3.826D-06
  123  151     1     0  con    0  1.0D+00  1.7D-01  9.753D-07  3.826D-06
  124  153     1     0  con    1  4.0D-01  8.4D-02  1.575D-06  3.826D-06
  125  154     1     0  con    0  1.0D+00  1.4D-01  1.751D-06  3.825D-06
  126  155     1     0  con    0  1.0D+00  1.1D-01  5.333D-07  3.825D-06
  127  156     1     0  con    0  1.0D+00  1.7D-01  1.703D-06  3.825D-06
  128  157     1     0  con    0  1.0D+00  3.3D-02  4.790D-07  3.825D-06
  129  158     1     0  con    0  1.0D+00  8.5D-02  7.031D-07  3.825D-06
  130  159     1     0  con    0  1.0D+00  1.7D-01  1.233D-06  3.825D-06
  131  160     1     0  con    0  1.0D+00  1.4D-01  8.362D-07  3.825D-06
  132  161     1     0  con    0  1.0D+00  7.3D-02  4.409D-08  3.825D-06
  133  163     1     0  con    1  3.8D-01  8.6D-02  4.914D-07  3.824D-06
  134  164     1     0  con    0  1.0D+00  9.5D-02  5.323D-07  3.824D-06
  135  166     1     0  con    1  2.6D-01  1.8D-02  2.016D-07  3.824D-06
  136  167     1     0  con    0  1.0D+00  2.7D-01  1.563D-06  3.824D-06
  137  168     1     0  con    0  1.0D+00  6.6D-02  1.419D-07  3.824D-06
  138  170     1     0  con    1  4.7D-01  1.2D-01  6.520D-07  3.824D-06
  139  171     1     0  con    0  1.0D+00  2.0D-01  1.357D-06  3.824D-06
  140  172     1     0  con    0  1.0D+00  8.6D-02  4.275D-07  3.824D-06
  141  173     1     0  con    0  1.0D+00  3.3D-01  2.112D-06  3.824D-06
  142  174     1     0  con    0  1.0D+00  3.7D-02  3.820D-07  3.824D-06
  143  175     1     0  con    0  1.0D+00  1.2D-01  3.549D-07  3.824D-06
  144  176     1     0  con    0  1.0D+00  1.1D-01  9.071D-07  3.824D-06
  145  177     1     0  con    0  1.0D+00  5.5D-03  4.854D-07  3.824D-06
  146  178     1     0  con    0  1.0D+00  4.5D-02  2.510D-07  3.824D-06
  147  179     1     0  con    0  1.0D+00  4.0D-02  1.753D-07  3.824D-06
  148  180     1     0  con    0  1.0D+00  1.5D-01  3.254D-07  3.824D-06
  149  181     1     0  con    0  1.0D+00  6.1D-02  8.097D-08  3.824D-06
  150  182     1     0  con    0  1.0D+00  5.8D-02  2.002D-07  3.824D-06
  151  183     1     0  con    0  1.0D+00  5.1D-02  1.528D-07  3.824D-06
  152  184     1     0  con    0  1.0D+00  1.2D-01  4.581D-07  3.824D-06
  153  185     1     0  con    0  1.0D+00  3.9D-02  8.483D-08  3.824D-06
  154  186     1     0  con    0  1.0D+00  1.4D-01  9.146D-07  3.824D-06
  155  187     1     0  con    0  1.0D+00  3.0D-02  4.295D-07  3.824D-06
  156  188     1     0  con    0  1.0D+00  7.4D-02  1.323D-07  3.823D-06
  157  189     1     0  con    0  1.0D+00  2.6D-01  9.334D-07  3.823D-06
  158  190     1     0  con    0  1.0D+00  3.7D-02  2.001D-07  3.823D-06
  159  191     1     0  con    0  1.0D+00  1.6D-01  7.616D-07  3.823D-06
  160  192     1     0  con    0  1.0D+00  5.6D-02  1.591D-07  3.823D-06
  161  194     1     0  con    1  5.0D+00  8.1D-02  4.151D-07  3.823D-06
  162  195     1     0  con    0  1.0D+00  1.2D-01  7.579D-07  3.823D-06
  163  196     1     0  con    0  1.0D+00  2.2D-02  3.957D-07  3.823D-06
  164  197     1     0  con    0  1.0D+00  6.2D-02  2.310D-07  3.823D-06
  165  198     1     0  con    0  1.0D+00  4.2D-02  1.358D-07  3.823D-06
  166  199     1     0  con    0  1.0D+00  4.4D-02  1.101D-07  3.823D-06
  167  201     1     0  con    1  3.4D-01  9.7D-04  6.533D-08  3.823D-06
  168  202     1     0  con    0  1.0D+00  2.9D-02  1.105D-07  3.823D-06
  169  203     1     0  con    0  1.0D+00  1.7D-01  3.617D-07  3.823D-06
  170  205     1     0  con    1  4.8D-01  8.9D-03  8.575D-08  3.823D-06
  171  206     1     0  con    0  1.0D+00  4.1D-02  4.936D-08  3.823D-06
  172  207     1     0  con    0  1.0D+00  1.4D-02  5.056D-08  3.823D-06
  173  210     1     0  bnd    2  3.9D-02  9.7D-02  2.870D-07  3.823D-06
  174  211     1     0  con    0  1.0D+00  1.2D-01  4.664D-07  3.823D-06
  175  212     1     0  con    0  1.0D+00  1.8D-01  4.132D-07  3.823D-06
  176  214     1     0  con    1  9.4D-02  5.0D-02  5.210D-07  3.823D-06
  177  215     1     0  con    0  1.0D+00  7.0D-02  1.353D-07  3.823D-06
  178  217     1     0  con    1  4.4D-01  9.8D-02  1.670D-07  3.823D-06
  179  219     1     0  con    1  5.3D-01  1.1D-01  4.815D-07  3.823D-06
  180  220     1     0  con    0  1.0D+00  5.9D-02  3.922D-07  3.823D-06
  181  221     1     0  con    0  1.0D+00  9.0D-02  2.956D-07  3.823D-06
  182  222     1     0  con    0  1.0D+00  1.3D-01  2.514D-07  3.823D-06
  183  223     1     0  con    0  1.0D+00  1.3D-01  2.905D-07  3.823D-06
  184  225     1     0  con    1  1.5D-01  1.4D-01  1.582D-07  3.823D-06
  185  226     1     0  con    0  1.0D+00  1.1D-01  4.848D-07  3.823D-06
  186  227     1     0  con    0  1.0D+00  2.6D-02  2.503D-08  3.823D-06
  187  228     1     0  con    0  1.0D+00  5.4D-02  1.569D-07  3.823D-06
  188  229     1     0  con    0  1.0D+00  8.2D-02  3.022D-07  3.823D-06
  189  230     1     0  con    0  1.0D+00  3.9D-02  1.777D-07  3.823D-06
  190  231     1     0  con    0  1.0D+00  9.0D-02  1.554D-07  3.823D-06
  191  232     1     0  con    0  1.0D+00  4.4D-02  4.773D-08  3.823D-06
  192  234     1     0  con    1  4.6D-01  6.3D-02  4.692D-08  3.823D-06
  193  235     1     0  con    0  1.0D+00  8.4D-02  1.382D-07  3.823D-06
  194  236     1     0  con    0  1.0D+00  4.7D-02  7.703D-08  3.823D-06
  195  237     1     0  con    0  1.0D+00  1.4D-01  7.861D-08  3.823D-06
  196  239     1     0  bnd    1  4.9D-02  2.4D-02  2.398D-08  3.823D-06
  197  240     1     0  con    0  1.0D+00  1.1D-01  1.029D-07  3.823D-06
  198  242     1     0  bnd    1  1.5D-01  5.3D-02  6.879D-08  3.823D-06
  199  243     1     0  con    0  1.0D+00  1.2D-01  1.923D-07  3.823D-06
  200  244     1     0  con    0  1.0D+00  9.8D-02  8.591D-08  3.823D-06
  201  245     1     0  bnd    0  1.0D+00  8.3D-02  8.624D-08  3.823D-06
  202  247     1     1  con    1  2.2D-01  7.0D-04  3.627D-07  3.823D-06
  203  249     1     1  con    1  5.0D+00  1.5D-03  3.344D-07  3.823D-06
  204  250     1     1  con    0  1.0D+00  3.4D-03  1.243D-07  3.823D-06
  205  251     1     1  con    0  1.0D+00  4.0D-03  4.703D-08  3.823D-06
  206  252     1     1  con    0  1.0D+00  4.2D-03  1.996D-07  3.823D-06
  207  253     1     1  con    0  1.0D+00  8.0D-03  4.242D-07  3.823D-06
  208  254     1     1  con    0  1.0D+00  1.4D-02  5.878D-07  3.823D-06
  209  255     1     1  con    0  1.0D+00  2.2D-02  6.070D-08  3.823D-06
  210  256     1     1  con    0  1.0D+00  1.5D-02  3.435D-07  3.823D-06
  211  257     1     1  con    0  1.0D+00  6.4D-03  7.447D-08  3.823D-06
  212  258     1     1  con    0  1.0D+00  3.7D-03  2.630D-07  3.823D-06
  213  259     1     1  con    0  1.0D+00  2.5D-03  4.578D-07  3.823D-06
  214  260     1     1  con    0  1.0D+00  8.1D-03  5.757D-07  3.823D-06
  215  261     1     1  con    0  1.0D+00  1.1D-02  3.976D-07  3.823D-06
  216  262     1     1  con    0  1.0D+00  4.7D-02  7.364D-08  3.823D-06
  217  263     1     1  con    0  1.0D+00  6.7D-02  8.228D-08  3.823D-06
  218  265     1     1  con    1  1.3D-01  3.0D-02  1.505D-06  3.823D-06
  219  266     1     0  con    0  1.0D+00  1.8D-01  1.252D-07  3.822D-06
  220  267     2     1  con    0  1.0D+00  2.6D-01  1.159D-06  3.821D-06
  221  268     1     1  con    0  1.0D+00  1.9D-01  1.678D-06  3.821D-06
  222  269     1     1  con    0  1.0D+00  9.7D-02  9.660D-08  3.821D-06
  223  270     1     1  con    0  1.0D+00  8.7D-02  7.938D-07  3.821D-06
  224  272     1     1  con    1  3.7D-01  1.3D-02  2.142D-07  3.821D-06
  225  273     1     1  con    0  1.0D+00  1.3D-02  2.403D-07  3.821D-06
  226  275     1     1  con    1  2.5D-02  8.4D-03  3.880D-08  3.821D-06
  227  276     1     1  con    0  1.0D+00  1.2D-02  5.992D-09  3.821D-06
  228  277     1     1  con    0  1.0D+00  9.4D-04  9.579D-10  3.821D-06
  229  278     1     1  con    0  1.0D+00  9.7D-05  1.704D-09  3.821D-06
  230  279     1     1  con    0  1.0D+00  1.4D-05  1.741D-10  3.821D-06
  231  280     1     1  con    0  1.0D+00  5.2D-06  9.595D-12  3.821D-06

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            7     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.087D-03  5.702D-04
    1    2     1     0  ---    0  1.0D+00  1.4D-03  1.084D-03  5.681D-04
    2    3     1     0  con    0  1.0D+00  5.7D-01  2.741D-04  8.779D-05
    3    4     1     0  con    0  1.0D+00  2.2D-01  8.057D-05  3.532D-05
    4    5     1     0  con    0  1.0D+00  1.3D-01  2.772D-05  2.450D-05
    5    6     1     0  con    0  1.0D+00  9.1D-02  3.759D-05  2.075D-05
    6    7     1     0  con    0  1.0D+00  2.8D-01  5.022D-05  1.313D-05
    7    8     1     0  con    0  1.0D+00  1.8D-01  1.903D-05  1.007D-05
    8    9     1     0  con    0  1.0D+00  7.7D-02  7.729D-06  8.847D-06
    9   10     1     0  con    0  1.0D+00  9.0D-02  1.207D-05  8.302D-06
   10   11     1     0  con    0  1.0D+00  7.0D-02  1.211D-05  7.997D-06
   11   12     1     0  con    0  1.0D+00  1.4D-01  9.977D-06  7.404D-06
   12   13     1     0  con    0  1.0D+00  4.4D-01  8.641D-06  6.034D-06
   13   14     1     0  con    0  1.0D+00  4.1D-01  1.863D-05  5.127D-06
   14   15     1     0  con    0  1.0D+00  2.5D-01  1.685D-05  4.370D-06
   15   16     1     0  con    0  1.0D+00  7.3D-01  1.704D-05  2.962D-06
   16   17     1     0  con    0  1.0D+00  4.9D-01  1.568D-05  2.349D-06
   17   18     1     0  con    0  1.0D+00  3.1D-01  1.577D-05  2.137D-06
   18   19     1     0  con    0  1.0D+00  9.7D-02  6.584D-06  2.047D-06
   19   20     1     0  con    0  1.0D+00  2.3D-01  1.037D-06  1.927D-06
   20   21     1     0  con    0  1.0D+00  3.2D-01  6.296D-06  1.887D-06
   21   22     1     0  con    0  1.0D+00  1.6D-01  2.701D-06  1.860D-06
   22   23     1     0  con    0  1.0D+00  2.1D-01  1.459D-06  1.844D-06
   23   24     1     0  con    0  1.0D+00  9.6D-02  1.170D-06  1.837D-06
   24   25     1     0  con    0  1.0D+00  7.3D-02  7.134D-07  1.833D-06
   25   26     1     0  con    0  1.0D+00  1.7D-02  8.646D-07  1.827D-06
   26   27     1     0  con    0  1.0D+00  5.9D-02  5.559D-07  1.813D-06
   27   28     1     0  con    0  1.0D+00  1.0D-01  8.726D-07  1.794D-06
   28   29     1     0  con    0  1.0D+00  8.7D-02  1.206D-06  1.765D-06
   29   30     1     0  con    0  1.0D+00  1.9D-01  1.417D-06  1.736D-06
   30   31     1     0  con    0  1.0D+00  6.0D-02  9.759D-07  1.728D-06
   31   32     1     0  con    0  1.0D+00  5.2D-03  2.110D-07  1.727D-06
   32   33     1     0  con    0  1.0D+00  6.5D-03  3.081D-07  1.726D-06
   33   34     1     0  con    0  1.0D+00  1.2D-02  1.395D-06  1.726D-06
   34   35     1     0  con    0  1.0D+00  6.4D-03  7.040D-07  1.724D-06
   35   36     1     0  con    0  1.0D+00  2.7D-02  1.012D-06  1.720D-06
   36   37     1     0  con    0  1.0D+00  4.2D-02  1.633D-06  1.716D-06
   37   38     1     0  con    0  1.0D+00  4.3D-02  8.692D-07  1.713D-06
   38   39     1     0  con    0  1.0D+00  9.6D-03  1.257D-07  1.713D-06
   39   40     1     0  con    0  1.0D+00  1.3D-03  3.332D-08  1.713D-06
   40   41     1     0  con    0  1.0D+00  3.7D-04  5.465D-08  1.713D-06
   41   42     1     0  con    0  1.0D+00  1.1D-03  1.033D-07  1.713D-06
   42   43     1     0  con    0  1.0D+00  2.0D-03  1.544D-07  1.713D-06
   43   44     1     0  con    0  1.0D+00  5.1D-03  3.311D-07  1.713D-06
   44   45     1     0  con    0  1.0D+00  4.9D-03  1.516D-07  1.713D-06
   45   46     1     0  con    0  1.0D+00  4.9D-03  9.403D-08  1.713D-06
   46   47     1     0  con    0  1.0D+00  6.7D-03  2.242D-07  1.713D-06
   47   48     1     0  con    0  1.0D+00  4.0D-03  2.982D-07  1.713D-06
   48   49     1     0  con    0  1.0D+00  1.2D-02  3.458D-07  1.713D-06
   49   50     1     0  con    0  1.0D+00  4.1D-02  1.607D-06  1.712D-06
   50   51     1     0  con    0  1.0D+00  7.4D-03  8.519D-07  1.712D-06
   51   52     1     0  con    0  1.0D+00  2.9D-02  1.418D-07  1.711D-06
   52   53     1     0  con    0  1.0D+00  2.2D-02  1.612D-07  1.711D-06
   53   54     1     0  con    0  1.0D+00  7.3D-03  1.218D-07  1.711D-06
   54   56     1     0  con    1  5.0D-01  1.1D-02  5.647D-08  1.711D-06
   55   57     1     0  con    0  1.0D+00  3.2D-03  7.142D-08  1.711D-06
   56   58     1     0  con    0  1.0D+00  7.1D-03  2.612D-07  1.710D-06
   57   59     1     0  con    0  1.0D+00  4.7D-03  2.604D-07  1.710D-06
   58   60     1     0  con    0  1.0D+00  1.7D-02  1.902D-07  1.710D-06
   59   61     1     0  con    0  1.0D+00  1.2D-02  2.539D-07  1.710D-06
   60   62     1     0  con    0  1.0D+00  8.2D-02  6.285D-07  1.709D-06
   61   63     1     0  con    0  1.0D+00  1.2D-01  9.937D-07  1.708D-06
   62   64     1     0  con    0  1.0D+00  1.8D-01  2.864D-06  1.707D-06
   63   65     1     0  con    0  1.0D+00  1.0D-02  8.402D-07  1.703D-06
   64   66     1     0  con    0  1.0D+00  2.0D-01  1.820D-06  1.699D-06
   65   67     1     0  con    0  1.0D+00  1.1D-01  4.745D-07  1.693D-06
   66   69     1     0  con    1  1.5D-01  1.3D-01  2.047D-06  1.690D-06
   67   70     1     0  con    0  1.0D+00  1.4D-01  2.226D-06  1.687D-06
   68   72     1     0  con    1  3.9D-02  3.3D-02  2.795D-06  1.686D-06
   69   73     1     0  con    0  1.0D+00  1.7D-02  1.013D-06  1.684D-06
   70   74     1     0  con    0  1.0D+00  1.2D-01  1.123D-06  1.681D-06
   71   75     1     0  con    0  1.0D+00  1.5D-01  2.081D-06  1.680D-06
   72   76     1     0  con    0  1.0D+00  2.0D-02  6.545D-07  1.678D-06
   73   77     1     0  con    0  1.0D+00  6.9D-02  3.578D-07  1.676D-06
   74   79     1     0  con    1  4.6D-01  9.2D-02  8.911D-07  1.674D-06
   75   80     1     0  con    0  1.0D+00  1.3D-01  1.173D-06  1.673D-06
   76   82     1     0  con    1  2.0D-01  3.0D-02  1.828D-06  1.672D-06
   77   83     1     0  con    0  1.0D+00  6.0D-03  8.447D-07  1.670D-06
   78   84     1     0  con    0  1.0D+00  1.2D-01  3.223D-07  1.667D-06
   79   85     1     0  con    0  1.0D+00  1.5D-01  7.587D-07  1.665D-06
   80   86     1     0  con    0  1.0D+00  4.9D-02  1.167D-06  1.658D-06
   81   88     1     0  con    1  4.7D-01  1.6D-01  5.098D-07  1.649D-06
